run_accession	fastq_ftp_1	fastq_ftp_2	read_count	low_depth_flag
ERR10290768	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/068/ERR10290768/ERR10290768_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/068/ERR10290768/ERR10290768_2.fastq.gz	68025048	ok
ERR6229432	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR622/002/ERR6229432/ERR6229432_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR622/002/ERR6229432/ERR6229432_2.fastq.gz	85177798	ok
ERR6230326	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/006/ERR6230326/ERR6230326_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/006/ERR6230326/ERR6230326_2.fastq.gz	16557484	ok
ERR6231548	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/008/ERR6231548/ERR6231548_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/008/ERR6231548/ERR6231548_2.fastq.gz	12788780	ok
ERR6232382	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/002/ERR6232382/ERR6232382_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/002/ERR6232382/ERR6232382_2.fastq.gz	28544658	ok
ERR6232458	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/008/ERR6232458/ERR6232458_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/008/ERR6232458/ERR6232458_2.fastq.gz	28335484	ok
ERR6232518	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/008/ERR6232518/ERR6232518_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/008/ERR6232518/ERR6232518_2.fastq.gz	24141096	ok
ERR6232521	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/001/ERR6232521/ERR6232521_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/001/ERR6232521/ERR6232521_2.fastq.gz	10519748	ok
ERR6232523	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/003/ERR6232523/ERR6232523_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/003/ERR6232523/ERR6232523_2.fastq.gz	13315524	ok
ERR6232526	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/006/ERR6232526/ERR6232526_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/006/ERR6232526/ERR6232526_2.fastq.gz	19084394	ok
ERR6232527	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/007/ERR6232527/ERR6232527_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/007/ERR6232527/ERR6232527_2.fastq.gz	41344092	ok
ERR6232529	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/009/ERR6232529/ERR6232529_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/009/ERR6232529/ERR6232529_2.fastq.gz	17936196	ok
ERR6232686	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/006/ERR6232686/ERR6232686_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/006/ERR6232686/ERR6232686_2.fastq.gz	28078828	ok
ERR6232688	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/008/ERR6232688/ERR6232688_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/008/ERR6232688/ERR6232688_2.fastq.gz	29543718	ok
ERR6233692	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/002/ERR6233692/ERR6233692_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/002/ERR6233692/ERR6233692_2.fastq.gz	21110946	ok
ERR6233694	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/004/ERR6233694/ERR6233694_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/004/ERR6233694/ERR6233694_2.fastq.gz	42312606	ok
ERR6233695	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/005/ERR6233695/ERR6233695_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/005/ERR6233695/ERR6233695_2.fastq.gz	91835816	ok
ERR6235718	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/008/ERR6235718/ERR6235718_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/008/ERR6235718/ERR6235718_2.fastq.gz	39444340	ok
ERR6239139	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/009/ERR6239139/ERR6239139_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR623/009/ERR6239139/ERR6239139_2.fastq.gz	43490070	ok
ERR6243878	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR624/008/ERR6243878/ERR6243878_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR624/008/ERR6243878/ERR6243878_2.fastq.gz	51845694	ok
ERR6243880	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR624/000/ERR6243880/ERR6243880_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR624/000/ERR6243880/ERR6243880_2.fastq.gz	46220226	ok
ERR6248618	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR624/008/ERR6248618/ERR6248618_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR624/008/ERR6248618/ERR6248618_2.fastq.gz	32446604	ok
ERR6254869	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR625/009/ERR6254869/ERR6254869_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR625/009/ERR6254869/ERR6254869_2.fastq.gz	30480172	ok
ERR6254870	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR625/000/ERR6254870/ERR6254870_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR625/000/ERR6254870/ERR6254870_2.fastq.gz	41748620	ok
ERR6254871	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR625/001/ERR6254871/ERR6254871_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR625/001/ERR6254871/ERR6254871_2.fastq.gz	40797448	ok
ERR6257997	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR625/007/ERR6257997/ERR6257997_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR625/007/ERR6257997/ERR6257997_2.fastq.gz	27299888	ok
ERR6264281	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR626/001/ERR6264281/ERR6264281_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR626/001/ERR6264281/ERR6264281_2.fastq.gz	100266054	ok
ERR6267711	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR626/001/ERR6267711/ERR6267711_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR626/001/ERR6267711/ERR6267711_2.fastq.gz	17031202	ok
ERR6271719	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/009/ERR6271719/ERR6271719_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/009/ERR6271719/ERR6271719_2.fastq.gz	41976068	ok
ERR6271721	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/001/ERR6271721/ERR6271721_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/001/ERR6271721/ERR6271721_2.fastq.gz	80988492	ok
ERR6275659	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/009/ERR6275659/ERR6275659_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/009/ERR6275659/ERR6275659_2.fastq.gz	36853022	ok
ERR6275661	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/001/ERR6275661/ERR6275661_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/001/ERR6275661/ERR6275661_2.fastq.gz	158129912	ok
ERR6275663	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/003/ERR6275663/ERR6275663_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/003/ERR6275663/ERR6275663_2.fastq.gz	63827948	ok
ERR6275664	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6275664/ERR6275664_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6275664/ERR6275664_2.fastq.gz	29588982	ok
ERR6275665	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/005/ERR6275665/ERR6275665_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/005/ERR6275665/ERR6275665_2.fastq.gz	44465958	ok
ERR6275667	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/007/ERR6275667/ERR6275667_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/007/ERR6275667/ERR6275667_2.fastq.gz	36103878	ok
ERR6275672	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/002/ERR6275672/ERR6275672_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/002/ERR6275672/ERR6275672_2.fastq.gz	31483490	ok
ERR6275675	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/005/ERR6275675/ERR6275675_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/005/ERR6275675/ERR6275675_2.fastq.gz	55540034	ok
ERR6275676	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/006/ERR6275676/ERR6275676_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/006/ERR6275676/ERR6275676_2.fastq.gz	30306216	ok
ERR6275677	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/007/ERR6275677/ERR6275677_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/007/ERR6275677/ERR6275677_2.fastq.gz	67816626	ok
ERR6275679	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/009/ERR6275679/ERR6275679_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/009/ERR6275679/ERR6275679_2.fastq.gz	30700510	ok
ERR6275681	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/001/ERR6275681/ERR6275681_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/001/ERR6275681/ERR6275681_2.fastq.gz	8758768	ok
ERR6279614	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6279614/ERR6279614_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6279614/ERR6279614_2.fastq.gz	30357534	ok
ERR6279623	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/003/ERR6279623/ERR6279623_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/003/ERR6279623/ERR6279623_2.fastq.gz	38752162	ok
ERR6279624	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6279624/ERR6279624_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/004/ERR6279624/ERR6279624_2.fastq.gz	81361152	ok
ERR6279625	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/005/ERR6279625/ERR6279625_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/005/ERR6279625/ERR6279625_2.fastq.gz	47137530	ok
ERR6279627	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/007/ERR6279627/ERR6279627_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/007/ERR6279627/ERR6279627_2.fastq.gz	25039082	ok
ERR6279628	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/008/ERR6279628/ERR6279628_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/008/ERR6279628/ERR6279628_2.fastq.gz	62819044	ok
ERR6279651	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/001/ERR6279651/ERR6279651_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/001/ERR6279651/ERR6279651_2.fastq.gz	21101072	ok
ERR6279652	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/002/ERR6279652/ERR6279652_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR627/002/ERR6279652/ERR6279652_2.fastq.gz	15385638	ok
